title,release_date,release_year,revenue,genres
Angel Heart,1987-03-06,1987,17185632,"['Horror', 'Mystery', 'Thriller']"
THX 1138,1971-03-11,1971,2437000,"['Drama', 'Mystery', 'Science Fiction']"
Lost Highway,1997-01-15,1997,3675201,"['Drama', 'Thriller', 'Mystery']"
When Harry Met Sally...,1989-07-21,1989,92823546,"['Comedy', 'Romance', 'Drama']"
Catch Me If You Can,2002-12-25,2002,352114312,"['Drama', 'Crime']"
Requiem for a Dream,2000-10-27,2000,7390108,"['Crime', 'Drama']"
Butch Cassidy and the Sundance Kid,1969-09-23,1969,102308889,"['Crime', 'Drama', 'History', 'Western']"
A.I. Artificial Intelligence,2001-06-29,2001,235926552,"['Drama', 'Science Fiction', 'Adventure']"
Boyz n the Hood,1991-07-12,1991,57504069,"['Crime', 'Drama']"
M*A*S*H,1970-01-24,1970,81600000,"['Comedy', 'Drama', 'War']"
Troy,2004-05-13,2004,497409852,"['Adventure', 'Drama', 'War']"
On the Waterfront,1954-06-22,1954,9600000,"['Crime', 'Drama']"
"Paris, Texas",1984-05-19,1984,2181987,['Drama']
Goldfinger,1964-09-17,1964,124881062,"['Adventure', 'Action', 'Thriller']"
Thunderball,1965-12-16,1965,141195658,"['Adventure', 'Action', 'Thriller']"
Saw IV,2007-10-25,2007,139352633,"['Horror', 'Thriller', 'Crime']"
Twister,1996-05-10,1996,494471524,"['Action', 'Adventure', 'Drama']"
Ben-Hur,1959-12-26,1959,146900000,"['Action', 'Adventure', 'Drama', 'History']"
On Her Majesty's Secret Service,1969-12-12,1969,81974493,"['Adventure', 'Action', 'Thriller']"
Harry Potter and the Philosopher's Stone,2001-11-16,2001,976475550,"['Adventure', 'Fantasy', 'Family']"
Harry Potter and the Chamber of Secrets,2002-11-13,2002,876688482,"['Adventure', 'Fantasy', 'Family']"
Harry Potter and the Prisoner of Azkaban,2004-05-31,2004,789804554,"['Adventure', 'Fantasy', 'Family']"
Harry Potter and the Goblet of Fire,2005-11-16,2005,895921036,"['Adventure', 'Fantasy', 'Family']"
Harry Potter and the Order of the Phoenix,2007-06-28,2007,938212738,"['Adventure', 'Fantasy', 'Family', 'Mystery']"
Pearl Harbor,2001-05-21,2001,449220945,"['History', 'Romance', 'War']"
Out of the Past,1947-11-13,1947,0,"['Drama', 'Mystery', 'Thriller']"
Aliens,1986-07-18,1986,183316455,"['Horror', 'Action', 'Thriller', 'Science Fiction']"
Pulp Fiction,1994-09-10,1994,213928762,"['Thriller', 'Crime']"
Diamonds Are Forever,1971-12-13,1971,116019547,"['Adventure', 'Action', 'Thriller']"
The Man with the Golden Gun,1974-12-01,1974,97572000,"['Adventure', 'Action', 'Thriller']"
Contact,1997-07-11,1997,171120329,"['Drama', 'Science Fiction', 'Mystery']"
Dead Man Walking,1995-12-29,1995,39363635,['Drama']
The Bridges of Madison County,1995-05-28,1995,182016617,"['Drama', 'Romance']"
The Spy Who Loved Me,1977-07-07,1977,185438673,"['Adventure', 'Action', 'Thriller']"
Pink Flamingos,1972-03-12,1972,6000000,"['Comedy', 'Crime']"
Meet the Fockers,2004-12-22,2004,516642939,"['Comedy', 'Romance']"
The Shining,1980-05-22,1980,44017374,"['Horror', 'Thriller']"
Short Cuts,1993-09-05,1993,6110979,"['Comedy', 'Drama']"
Manhattan,1979-04-25,1979,39946780,"['Comedy', 'Drama', 'Romance']"
Moonraker,1979-06-26,1979,210308099,"['Action', 'Adventure', 'Thriller', 'Science Fiction']"
For Your Eyes Only,1981-06-23,1981,195312802,"['Adventure', 'Action', 'Thriller']"
Octopussy,1983-06-05,1983,187500000,"['Adventure', 'Action', 'Thriller']"
Our Hospitality,1923-11-19,1923,0,"['Comedy', 'Drama', 'Family']"
A Streetcar Named Desire,1951-09-18,1951,8000000,['Drama']
Annie Hall,1977-04-19,1977,38251425,"['Comedy', 'Drama', 'Romance']"
All About Eve,1950-11-09,1950,63463,['Drama']
A View to a Kill,1985-05-24,1985,152427960,"['Adventure', 'Action', 'Thriller']"
The Living Daylights,1987-06-29,1987,191185897,"['Action', 'Adventure', 'Thriller']"
Licence to Kill,1989-07-07,1989,156167015,"['Adventure', 'Action', 'Thriller']"
GoldenEye,1995-11-16,1995,352194034,"['Adventure', 'Action', 'Thriller']"
Finding Forrester,2000-12-21,2000,80049764,['Drama']
Tomorrow Never Dies,1997-12-11,1997,333011068,"['Adventure', 'Action', 'Thriller']"
Top Gun,1986-05-16,1986,356830601,"['Action', 'Romance', 'War']"
The Sixth Sense,1999-08-06,1999,672806292,"['Mystery', 'Thriller', 'Drama']"
Shaun of the Dead,2004-04-09,2004,30332385,"['Horror', 'Comedy']"
V for Vendetta,2006-03-15,2006,132511035,"['Action', 'Thriller', 'Fantasy']"
Faces,1968-11-24,1968,0,['Drama']
Face/Off,1997-06-27,1997,245676146,"['Action', 'Crime', 'Science Fiction', 'Thriller']"
From Dusk Till Dawn,1996-01-19,1996,25836616,"['Horror', 'Action', 'Thriller', 'Crime']"
Fantasia,1940-11-13,1940,83320000,"['Animation', 'Family', 'Music']"
Gentlemen Prefer Blondes,1953-07-14,1953,12000000,"['Music', 'Comedy', 'Romance']"
The Evil Dead,1981-10-15,1981,29400000,['Horror']
Evil Dead II,1987-03-13,1987,5923044,"['Horror', 'Comedy', 'Fantasy']"
Army of Darkness,1992-10-09,1992,0,"['Fantasy', 'Horror', 'Comedy']"
Harry Potter and the Half-Blood Prince,2009-07-07,2009,933959197,"['Adventure', 'Fantasy', 'Family']"
GoodFellas,1990-09-12,1990,46836394,"['Drama', 'Crime']"
Gone with the Wind,1939-12-15,1939,3000000000,"['Drama', 'Romance', 'War']"
Home Alone,1990-11-09,1990,476684675,"['Comedy', 'Family']"
Home Alone 2: Lost in New York,1992-11-19,1992,358991681,"['Comedy', 'Family', 'Adventure', 'Crime']"
Little Miss Sunshine,2006-07-26,2006,100523181,"['Comedy', 'Drama']"
Gattaca,1997-09-07,1997,12532777,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']"
Almost Famous,2000-09-15,2000,47383689,"['Drama', 'Music']"
Mr. & Mrs. Smith,2005-06-07,2005,478207520,"['Action', 'Comedy', 'Drama', 'Thriller']"
Mrs. Doubtfire,1993-11-24,1993,441286195,"['Comedy', 'Drama', 'Family']"
The Fog,1980-02-08,1980,21378361,['Horror']
Platoon,1986-12-18,1986,138530565,"['Drama', 'War', 'Action']"
Blue Velvet,1986-08-01,1986,8551228,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Omen,1976-06-06,1976,60922980,"['Horror', 'Thriller']"
City of Angels,1998-04-10,1998,198685114,"['Drama', 'Fantasy', 'Romance']"
Cruel Intentions,1999-03-05,1999,75902208,"['Drama', 'Romance', 'Thriller']"
"Good Morning, Vietnam",1987-12-23,1987,123922370,"['Comedy', 'Drama', 'War']"
Lolita,1962-06-13,1962,9250000,"['Drama', 'Romance']"
Roman Holiday,1953-08-26,1953,12000000,"['Comedy', 'Romance']"
Rosemary's Baby,1968-06-12,1968,33395426,"['Horror', 'Drama', 'Mystery']"
The Omen,2006-06-06,2006,119188334,"['Drama', 'Horror', 'Thriller']"
Se7en,1995-09-22,1995,327311859,"['Crime', 'Mystery', 'Thriller']"
Shrek,2001-05-16,2001,484409218,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
Shrek 2,2004-05-19,2004,919838758,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
Shrek the Third,2007-05-17,2007,798958165,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
Silent Running,1972-03-09,1972,0,"['Adventure', 'Drama', 'Science Fiction']"
Aladdin,1992-11-25,1992,504050219,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']"
Airplane!,1980-07-02,1980,83453539,['Comedy']
An American Werewolf in London,1981-08-21,1981,31973249,"['Comedy', 'Horror']"
Animal Farm,1999-10-03,1999,0,"['Family', 'Drama', 'Comedy']"
Austin Powers: International Man of Mystery,1997-05-02,1997,67683989,"['Science Fiction', 'Comedy', 'Crime']"
Austin Powers: The Spy Who Shagged Me,1999-06-08,1999,312016858,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']"
Austin Powers in Goldmember,2002-07-26,2002,296655431,"['Comedy', 'Crime', 'Science Fiction']"
Sleepers,1996-10-18,1996,165615285,"['Crime', 'Drama', 'Thriller']"
JFK,1991-12-20,1991,205405498,"['Drama', 'Thriller', 'History']"
Judgment at Nuremberg,1961-12-01,1961,10000000,"['Drama', 'History']"
Moulin Rouge!,2001-03-09,2001,179213434,"['Drama', 'Romance']"
Playing by Heart,1998-12-30,1998,3970078,['Drama']
The Bridge on the River Kwai,1957-10-02,1957,27200000,"['Drama', 'History', 'War']"
The Day the Earth Stood Still,1951-09-17,1951,0,"['Drama', 'Science Fiction', 'Thriller']"
Chinatown,1974-06-20,1974,30000000,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Forbidden Planet,1956-03-15,1956,3250000,['Science Fiction']
This Island Earth,1955-06-01,1955,0,['Science Fiction']
Underworld: Evolution,2006-01-12,2006,111340801,"['Fantasy', 'Action', 'Science Fiction', 'Thriller']"
American Graffiti,1973-08-01,1973,140000000,"['Comedy', 'Drama']"
Duel,1972-10-01,1972,0,"['Action', 'Thriller', 'TV Movie']"
Close Encounters of the Third Kind,1977-11-16,1977,303788635,"['Science Fiction', 'Drama']"
Dune,1984-12-14,1984,30925690,"['Action', 'Science Fiction', 'Adventure']"
The Assassination of Richard Nixon,2004-05-17,2004,3537961,"['Drama', 'History', 'Thriller']"
Strangers on a Train,1951-06-18,1951,7000000,"['Crime', 'Drama', 'Thriller']"
The X Files,1998-06-19,1998,189198313,"['Mystery', 'Science Fiction', 'Thriller']"
Willow,1988-05-01,1988,57269863,"['Action', 'Adventure', 'Fantasy']"
Krull,1983-07-29,1983,16519460,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
A Christmas Story,1983-11-18,1983,19294144,"['Comedy', 'Family']"
Enemy at the Gates,2001-03-14,2001,96976270,['War']
The Mask,1994-07-29,1994,351583407,"['Romance', 'Comedy', 'Crime', 'Fantasy']"
Black Hawk Down,2001-12-28,2001,172989651,"['Action', 'History', 'War']"
Who Framed Roger Rabbit,1988-06-21,1988,329803958,"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']"
Saving Private Ryan,1998-07-24,1998,481840909,"['Drama', 'History', 'War']"
Sleepless in Seattle,1993-06-24,1993,227799884,"['Comedy', 'Drama', 'Romance']"
Dangerous Liaisons,1988-12-16,1988,34670720,"['Drama', 'Romance']"
WarGames,1983-06-03,1983,79567667,"['Thriller', 'Science Fiction']"
Total Recall,1990-06-01,1990,261317921,"['Action', 'Adventure', 'Science Fiction']"
Toy Story,1995-10-30,1995,373554033,"['Animation', 'Comedy', 'Family']"
Toy Story 2,1999-10-30,1999,497366869,"['Animation', 'Comedy', 'Family']"
Cool Runnings,1993-09-30,1993,154856263,['Comedy']
The Running Man,1987-11-13,1987,38122105,"['Action', 'Science Fiction']"
Finding Neverland,2004-10-17,2004,116766556,['Drama']
Sliver,1993-05-21,1993,116300000,"['Drama', 'Thriller']"
Planet of the Apes,2001-07-25,2001,362211740,"['Thriller', 'Science Fiction', 'Action', 'Adventure']"
Planet of the Apes,1968-02-07,1968,33395426,"['Science Fiction', 'Adventure', 'Drama', 'Action']"
Singin' in the Rain,1952-04-10,1952,7200000,"['Comedy', 'Music', 'Romance']"
The Color Purple,1985-12-18,1985,146292009,['Drama']
Shanghai Express,1932-02-02,1932,0,"['Romance', 'Drama']"
Scarface,1932-04-09,1932,600000,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
Hook,1991-12-11,1991,300854823,"['Adventure', 'Fantasy', 'Comedy', 'Family']"
A Few Good Men,1992-12-11,1992,243240178,['Drama']
Coffee and Cigarettes,2003-09-05,2003,7897645,"['Comedy', 'Drama']"
The Docks of New York,1928-09-16,1928,0,"['Drama', 'Romance']"
The Cincinnati Kid,1965-10-15,1965,15260000,['Drama']
The Best Years of Our Lives,1946-12-25,1946,23650000,"['Drama', 'History', 'Romance']"
The Flintstones,1994-05-26,1994,341631208,"['Fantasy', 'Comedy', 'Family']"
The Flintstones in Viva Rock Vegas,2000-04-28,2000,59468275,"['Science Fiction', 'Comedy', 'Family', 'Romance']"
All the President's Men,1976-04-04,1976,70600000,"['Drama', 'History', 'Mystery', 'Thriller']"
Broken Blossoms,1919-05-13,1919,0,"['Drama', 'Romance']"
Bringing Up Baby,1938-02-18,1938,0,"['Comedy', 'Romance']"
City Lights,1931-01-30,1931,19181,"['Comedy', 'Drama', 'Romance']"
Cool Hand Luke,1967-06-22,1967,16217773,"['Crime', 'Drama']"
Doctor Zhivago,1965-12-22,1965,111858363,"['Drama', 'Romance', 'War']"
Meet Me in St. Louis,1944-11-23,1944,7566000,"['Comedy', 'Romance']"
The Big Sleep,1946-08-23,1946,0,"['Crime', 'Drama', 'Mystery', 'Thriller']"
The Bank Dick,1940-11-29,1940,0,['Comedy']
The Thomas Crown Affair,1968-06-19,1968,0,"['Romance', 'Crime', 'Thriller', 'Drama']"
The Thomas Crown Affair,1999-08-06,1999,124305181,"['Drama', 'Crime', 'Romance']"
The Great Dictator,1940-10-15,1940,11000000,['Comedy']
Bullitt,1968-10-17,1968,42300873,"['Action', 'Crime', 'Drama', 'Thriller']"
Blind Date,1987-03-27,1987,39321715,"['Comedy', 'Romance']"
Cars,2006-06-08,2006,461983149,"['Animation', 'Adventure', 'Comedy', 'Family']"
Cinderella Man,2005-06-02,2005,108539911,"['Romance', 'Drama', 'History']"
Dead Man,1995-12-23,1995,0,"['Drama', 'Fantasy', 'Western']"
Dawn of the Dead,1978-09-02,1978,55000000,['Horror']
Dawn of the Dead,2004-03-19,2004,102356381,"['Fantasy', 'Horror', 'Action']"
Do the Right Thing,1989-06-30,1989,37295445,['Drama']
Galaxy Quest,1999-12-23,1999,90683916,"['Comedy', 'Family', 'Science Fiction']"
Gremlins,1984-06-07,1984,153083102,"['Fantasy', 'Horror', 'Comedy']"
Gremlins 2: The New Batch,1990-06-15,1990,41482207,"['Comedy', 'Horror', 'Fantasy']"
Godzilla,1998-05-20,1998,379014294,"['Science Fiction', 'Action', 'Thriller']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1964,9440272,"['Drama', 'Comedy', 'War']"
The Pink Panther,1963-12-19,1963,10878107,"['Comedy', 'Crime']"
The Jazz Singer,1927-10-06,1927,0,"['Drama', 'Music']"
Lethal Weapon,1987-03-06,1987,120207127,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
Lethal Weapon 2,1989-07-07,1989,227853986,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Lethal Weapon 3,1992-05-15,1992,321731527,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']"
Lethal Weapon 4,1998-07-10,1998,285444603,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
Letter from an Unknown Woman,1948-04-28,1948,0,['Drama']
Halloween,1978-10-24,1978,0,"['Horror', 'Thriller']"
Heat,1995-12-15,1995,187436818,"['Action', 'Crime', 'Drama', 'Thriller']"
Ice Age: The Meltdown,2006-03-23,2006,660940780,"['Animation', 'Family', 'Comedy', 'Adventure']"
Kindergarten Cop,1990-12-21,1990,201957688,['Comedy']
Madagascar,2005-05-25,2005,532680671,"['Family', 'Animation']"
Mission: Impossible,1996-05-22,1996,457696359,"['Adventure', 'Action', 'Thriller']"
Mission: Impossible II,2000-05-24,2000,546388105,"['Adventure', 'Action', 'Thriller']"
Mission: Impossible III,2006-05-03,2006,397850012,"['Adventure', 'Action', 'Thriller']"
Spaceballs,1987-06-24,1987,38119483,"['Comedy', 'Science Fiction']"
The General,1926-12-31,1926,0,"['Action', 'Adventure', 'Comedy', 'Drama']"
The Gold Rush,1925-06-25,1925,2500000,"['Adventure', 'Comedy', 'Drama']"
The Maltese Falcon,1941-10-17,1941,1000000,"['Mystery', 'Crime', 'Thriller']"
The Phantom of the Opera,1925-09-06,1925,0,"['Drama', 'Horror']"
The Magnificent Ambersons,1942-07-10,1942,0,"['Romance', 'Drama']"
The Magnificent Seven,1960-10-22,1960,4905000,['Western']
Spartacus,1960-10-06,1960,60000000,"['Action', 'Drama', 'History', 'Adventure']"
Dog Day Afternoon,1975-08-11,1975,46665856,"['Crime', 'Drama', 'Thriller']"
Paths of Glory,1957-09-18,1957,0,"['Drama', 'War']"
Sweet Smell of Success,1957-06-27,1957,0,['Drama']
Tabu,1931-03-18,1931,0,"['Adventure', 'Drama', 'Romance']"
Seven Years in Tibet,1997-09-12,1997,131457682,"['Adventure', 'Drama', 'History']"
The Ox-Bow Incident,1943-03-11,1943,0,"['Action', 'Drama', 'Western']"
The Philadelphia Story,1940-12-05,1940,0,"['Comedy', 'Romance']"
The Manchurian Candidate,1962-10-24,1962,96105910,"['Mystery', 'Thriller']"
The Man Who Would Be King,1975-12-03,1975,0,"['Adventure', 'Drama']"
Dirty Harry,1971-12-21,1971,35976000,"['Action', 'Crime', 'Thriller']"
Eraserhead,1977-03-19,1977,7000000,"['Drama', 'Fantasy', 'Horror', 'Science Fiction']"
The Front Page,1974-12-01,1974,0,"['Romance', 'Drama', 'Comedy']"
The China Syndrome,1979-03-16,1979,51718367,"['Thriller', 'Drama']"
The Mortal Storm,1940-06-14,1940,0,['Drama']
The Hustler,1961-09-25,1961,7600000,['Drama']
"Sherlock, Jr.",1924-04-21,1924,0,"['Action', 'Comedy', 'Mystery']"
Straw Dogs,1971-12-29,1971,3251794,"['Crime', 'Drama', 'Thriller', 'Mystery']"
Stagecoach,1939-03-02,1939,1103757,"['Adventure', 'Western']"
Double Indemnity,1944-04-24,1944,2500000,"['Crime', 'Drama', 'Mystery', 'Thriller']"
Mulholland Drive,2001-05-16,2001,20117339,"['Thriller', 'Drama', 'Mystery']"
Sommersby,1993-02-05,1993,140081992,"['Drama', 'Thriller', 'Mystery', 'Romance']"
The French Connection,1971-10-09,1971,41158757,"['Action', 'Crime', 'Thriller']"
Blow-Up,1966-12-18,1966,0,"['Drama', 'Mystery', 'Thriller']"
Breathless,1983-05-13,1983,19910002,"['Action', 'Drama', 'Romance', 'Thriller']"
Arlington Road,1999-03-19,1999,0,"['Crime', 'Drama', 'Thriller', 'Mystery']"
Point Break,1991-07-12,1991,83531958,"['Action', 'Thriller', 'Crime']"
The Thirteenth Floor,1999-04-16,1999,18564088,"['Thriller', 'Science Fiction', 'Mystery']"
The Thing,1982-06-25,1982,19629760,"['Horror', 'Mystery', 'Science Fiction']"
Escape from New York,1981-05-22,1981,50244700,"['Science Fiction', 'Action']"
Catch a Fire,2006-10-27,2006,4291965,"['Action', 'Drama', 'Thriller']"
The Prestige,2006-10-19,2006,109676311,"['Drama', 'Mystery', 'Thriller']"
Dreamgirls,2006-12-25,2006,154937680,['Drama']
The Miracle Worker,1962-05-22,1962,2500000,['Drama']
The Miracle Worker,2000-11-12,2000,0,"['Drama', 'TV Movie']"
Babel,2006-09-08,2006,135330182,['Drama']
The Queen,2006-09-15,2006,123384128,['Drama']
The Talented Mr. Ripley,1999-12-25,1999,128798265,"['Thriller', 'Crime', 'Drama']"
The Remains of the Day,1993-11-05,1993,23237911,"['Drama', 'Romance']"
Rocky Balboa,2006-12-20,2006,155721132,['Drama']
The Good Shepherd,2006-12-11,2006,59908565,"['Drama', 'Thriller', 'History']"
Hollywoodland,2006-08-31,2006,16803753,"['Drama', 'Thriller', 'Crime']"
Ghost Rider,2007-02-16,2007,228738393,"['Thriller', 'Action', 'Fantasy', 'Horror']"
Letters from Iwo Jima,2006-12-19,2006,68673228,"['Action', 'Drama', 'War']"
Lonely Hearts,2006-04-30,2006,0,"['Drama', 'Thriller', 'Crime', 'Romance']"
Breaking and Entering,2006-12-15,2006,8974829,"['Drama', 'Romance']"
Because I Said So,2007-02-02,2007,69485490,['Comedy']
Stranger Than Fiction,2006-09-09,2006,53653224,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
Bridge to Terabithia,2007-02-16,2007,137587063,"['Adventure', 'Drama', 'Family']"
Street Kings,2008-04-10,2008,65569869,"['Action', 'Crime', 'Drama', 'Thriller']"
Meet the Robinsons,2007-03-23,2007,169332978,"['Animation', 'Comedy', 'Family']"
Mr. Bean's Holiday,2007-03-22,2007,229736344,"['Family', 'Comedy']"
300,2006-12-09,2006,422610419,"['Action', 'Adventure', 'War']"
Sunshine,2007-04-05,2007,32017803,"['Science Fiction', 'Thriller']"
TMNT,2007-03-23,2007,95608995,"['Adventure', 'Animation', 'Comedy', 'Family']"
Bean,1997-07-03,1997,251212670,['Comedy']
Dogtown and Z-Boys,2001-01-18,2001,0,['Documentary']
American Psycho,2000-04-13,2000,34266564,"['Thriller', 'Drama', 'Crime']"
Frida,2002-08-29,2002,56298474,"['Drama', 'Romance']"
The Return of the King,1980-05-11,1980,0,"['Animation', 'Family', 'Fantasy']"
The Hobbit,1977-11-27,1977,0,"['Family', 'Fantasy', 'Animation', 'Adventure']"
The Hi-Lo Country,1998-12-30,1998,0,"['Drama', 'Action', 'Western', 'Romance']"
Monster's Ball,2001-11-11,2001,44909486,"['Drama', 'Romance']"
Rocky,1976-11-21,1976,117235147,['Drama']
Rocky II,1979-06-15,1979,200182160,['Drama']
First Blood,1982-10-22,1982,125212904,"['Action', 'Adventure', 'Thriller', 'War']"
Rambo: First Blood Part II,1985-05-21,1985,0,"['Action', 'Adventure', 'Thriller', 'War']"
Rambo III,1988-05-24,1988,0,"['Action', 'Adventure', 'Thriller', 'War']"
Rocky III,1982-05-28,1982,270000000,['Drama']
Blood Diamond,2006-12-07,2006,170877916,"['Drama', 'Thriller', 'Action']"
Rocky IV,1985-11-21,1985,300473716,['Drama']
Rocky V,1990-10-18,1990,119946358,['Drama']
Houseboat,1958-11-19,1958,0,"['Comedy', 'Drama', 'Family', 'Romance']"
Shortbus,2006-05-20,2006,5179037,"['Romance', 'Drama', 'Comedy']"
Gleaming the Cube,1989-01-13,1989,2777280,['Drama']
The Fountain,2006-09-06,2006,15304890,"['Drama', 'Adventure', 'Science Fiction', 'Romance']"
Me and You and Everyone We Know,2005-06-17,2005,0,"['Comedy', 'Drama']"
Superstar: The Karen Carpenter Story,1988-04-30,1988,0,"['Drama', 'Music']"
Out of Sight,1998-06-26,1998,77745568,"['Romance', 'Comedy', 'Crime']"
Born into Brothels,2004-12-08,2004,3515061,['Documentary']
The Pursuit of Happyness,2006-12-14,2006,307077295,['Drama']
Duel at Diablo,1966-06-15,1966,0,"['Action', 'Western']"
Greed,1925-01-26,1925,0,"['Drama', 'History']"
City Slickers,1991-06-07,1991,179033791,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']"
Cutthroat Island,1995-12-22,1995,10017322,"['Action', 'Adventure']"
Dark Star,1974-04-01,1974,0,"['Comedy', 'Science Fiction']"
The Rapture,1991-10-04,1991,1277401,"['Mystery', 'Drama']"
"Sex, Lies, and Videotape",1989-08-18,1989,0,['Drama']
